win,147,258,369,14,25,36,47,58,69,19,28,37,46,5,Zt0,Zt1,Zt2,ZZ,Z1,Z5,11,15,55,complex
2,0.35294117647058826,0.20833333333333334,0.21052631578947367,0.23255813953488372,0.30612244897959184,0.372,0.44528301886792454,0.36774193548387096,0.23008849557522124,0.30864197530864196,0.30049261083743845,0.36792452830188677,0.3553398058252427,0.3716216216216216,0.23863636363636365,0.25,1.0,0.1,0.3,0.3050847457627119,0.3333333333333333,0.46153846153846156,0.36879432624113473,0.36538461538461536
3,0.3275862068965517,0.22058823529411764,0.20588235294117646,0.28486646884273,0.3027027027027027,0.34217877094972066,0.3638814016172507,0.28536585365853656,0.265625,0.20761245674740483,0.29831387808041504,0.3415213946117274,0.37894736842105264,0.4154929577464789,0.22784810126582278,0.24074074074074073,0.0,0.18518518518518517,0.25,0.29508196721311475,0.3,0.36752136752136755,0.3689759036144578,0.32051282051282054
4,0.22321428571428573,0.2671232876712329,0.2641509433962264,0.2660300136425648,0.2746305418719212,0.32907133243607,0.3470471134704711,0.2633495145631068,0.29008746355685133,0.21638655462184875,0.2845973416731822,0.33715139442231074,0.38221024258760106,0.37104072398190047,0.22110552763819097,0.24793388429752067,0.09090909090909091,0.2542372881355932,0.2839506172839506,0.30097087378640774,0.38461538461538464,0.39204545454545453,0.3734290843806104,0.2654320987654321
5,0.2682926829268293,0.29457364341085274,0.30097087378640774,0.2523850823937554,0.2838522809558291,0.322568093385214,0.3301635602890833,0.29243937232524964,0.27732463295269166,0.22720247295208656,0.29081632653061223,0.32625619249823073,0.36778360920468306,0.3359809372517871,0.26104417670682734,0.2898550724637681,0.1875,0.2857142857142857,0.2721518987341772,0.3454861111111111,0.3448275862068966,0.39215686274509803,0.35756501182033096,0.28778467908902694
6,0.26732673267326734,0.2727272727272727,0.25559105431309903,0.25415949512335057,0.2856433184302037,0.3125831338121841,0.32536008230452673,0.30303030303030304,0.27037444933920707,0.23115577889447236,0.29341603053435117,0.32735302235716257,0.3609390283664819,0.36553524804177545,0.2993421052631579,0.2796352583586626,0.24285714285714285,0.29850746268656714,0.3005464480874317,0.3465491923641703,0.25,0.3,0.3655239014968614,0.324438202247191
7,0.28992628992628994,0.28087649402390436,0.2512315270935961,0.25775547445255476,0.292,0.31241025641025644,0.3144755385544594,0.29485621709194004,0.2588389349628983,0.2200902934537246,0.30271957200178334,0.32739141350740647,0.3707155742633794,0.37376237623762376,0.28762541806020064,0.26450116009280744,0.29545454545454547,0.2980132450331126,0.31100478468899523,0.3375796178343949,0.25806451612903225,0.3293051359516616,0.37537029200169275,0.3169336384439359
8,0.24948453608247423,0.28286189683860236,0.24511930585683298,0.266220998820291,0.3088082901554404,0.3022037572254335,0.3174489430311716,0.3048951048951049,0.26782118405155053,0.24689966178128522,0.30454545454545456,0.3310484894643311,0.36037903464613563,0.36292935839274143,0.3173431734317343,0.29473684210526313,0.23214285714285715,0.28187919463087246,0.3209302325581395,0.3652275379229872,0.35294117647058826,0.3464566929133858,0.36988612399831294,0.32383966244725737
9,0.2895238095238095,0.3056910569105691,0.2589641434262948,0.26611635220125784,0.30694444444444446,0.31218905472636815,0.32690606757473906,0.29423728813559324,0.27845608507286335,0.25934579439252337,0.29742033383915023,0.3143013999451002,0.3577438454347149,0.36020710059171596,0.3015267175572519,0.23137254901960785,0.25833333333333336,0.2789115646258503,0.28708133971291866,0.3746898263027295,0.375,0.3556851311953353,0.36596119929453264,0.3400423728813559
10,0.27755102040816326,0.31864406779661014,0.25296442687747034,0.27699530516431925,0.3205882352941177,0.329737771991817,0.3277642200112634,0.2999642474079371,0.2718816067653277,0.2655440414507772,0.30308422301304866,0.3153630414459333,0.3676156583629893,0.36554621848739494,0.32432432432432434,0.23904382470119523,0.24427480916030533,0.2585034013605442,0.2840909090909091,0.3693181818181818,0.43478260869565216,0.3464285714285714,0.3675701378982406,0.34047350620067646
11,0.30073349633251834,0.32620320855614976,0.2891832229580574,0.28796068796068797,0.3358116480793061,0.3253680392575208,0.3416757344940152,0.3033195020746888,0.2871189773844641,0.2551505546751189,0.2981586402266289,0.32989690721649484,0.3620151582701739,0.378698224852071,0.32978723404255317,0.2618510158013544,0.208,0.2661290322580645,0.3146853146853147,0.38283828382838286,0.45454545454545453,0.3514644351464435,0.36414253897550114,0.34074074074074073
12,0.2982456140350877,0.30115830115830117,0.3133159268929504,0.28311840562719814,0.35141987829614607,0.3323972427878478,0.3448008277289188,0.3201030927835051,0.2863961813842482,0.25942350332594233,0.30234657039711194,0.35268714011516317,0.3702479338842975,0.38224852071005916,0.4121212121212121,0.25474254742547425,0.18181818181818182,0.29523809523809524,0.35714285714285715,0.37575757575757573,0.38095238095238093,0.3701657458563536,0.36738836265223274,0.3665223665223665
13,0.3568904593639576,0.3125,0.31353135313531355,0.28917609046849757,0.36679790026246717,0.33236994219653176,0.3451644415499837,0.3361842105263158,0.2904942965779468,0.2409972299168975,0.3079667063020214,0.3407219759341355,0.38334529791816224,0.3837579617834395,0.4375,0.2508710801393728,0.2,0.3448275862068966,0.3448275862068966,0.38817480719794345,0.29411764705882354,0.37398373983739835,0.3622540250447227,0.3896321070234114
14,0.3622448979591837,0.3079470198675497,0.3407079646017699,0.29043683589138136,0.35642661804922515,0.33943781942078366,0.3452754142409315,0.3354487760652765,0.291932059447983,0.232,0.3151618398637138,0.3592760180995475,0.39751552795031053,0.3854625550660793,0.4645669291338583,0.215962441314554,0.22826086956521738,0.38095238095238093,0.31746031746031744,0.32978723404255317,0.2,0.35353535353535354,0.3747072599531616,0.39956331877729256
15,0.38345864661654133,0.2994652406417112,0.36486486486486486,0.2597402597402597,0.33152909336941816,0.3373493975903614,0.3594405594405594,0.3400576368876081,0.27699530516431925,0.20224719101123595,0.2892561983471074,0.3492286115007013,0.39064856711915535,0.3858520900321543,0.4077669902912621,0.2463768115942029,0.23333333333333334,0.375,0.3902439024390244,0.36548223350253806,0.16666666666666666,0.3291139240506329,0.37333333333333335,0.42628205128205127
16,0.3157894736842105,0.22580645161290322,0.29411764705882354,0.2204724409448819,0.2967581047381546,0.3072983354673495,0.3423772609819121,0.3048128342245989,0.24922118380062305,0.25842696629213485,0.28426395939086296,0.32,0.3757062146892655,0.3505747126436782,0.39344262295081966,0.14705882352941177,0.19444444444444445,0.28125,0.25,0.3559322033898305,0.3333333333333333,0.36585365853658536,0.34293948126801155,0.3567251461988304
17,0.2692307692307692,0.17857142857142858,0.35714285714285715,0.18085106382978725,0.2047244094488189,0.2727272727272727,0.25416666666666665,0.23148148148148148,0.0990990990990991,0.04,0.10344827586206896,0.2857142857142857,0.2608695652173913,0.21212121212121213,0.13043478260869565,0.14814814814814814,0.0,0.0,0.0,0.3333333333333333,,0.38461538461538464,0.3008130081300813,0.2222222222222222
18,0.0,0.0,0.0,0.0,0.041666666666666664,0.13793103448275862,0.1282051282051282,0.125,0.1111111111111111,0.0,0.18181818181818182,0.3333333333333333,0.05555555555555555,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.10526315789473684,0.08333333333333333
draw,147,258,369,14,25,36,47,58,69,19,28,37,46,5,Zt0,Zt1,Zt2,ZZ,Z1,Z5,11,15,55,complex
0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.03571428571428571,0.05263157894736842,0.075,0.15151515151515152,0.0,,0.0,,0.0,0.0,,0.0,0.06666666666666667,1.0
1,0.0,0.0,0.0,0.07142857142857142,0.0,0.0379746835443038,0.022988505747126436,0.027777777777777776,0.038461538461538464,0.0547945205479452,0.05555555555555555,0.05217391304347826,0.07011070110701106,0.0755813953488372,0.03636363636363636,0.2857142857142857,0.0,0.0,0.0,0.08163265306122448,0.0,0.06451612903225806,0.05714285714285714,0.0
2,0.0,0.0,0.0,0.039735099337748346,0.033707865168539325,0.03503184713375796,0.026785714285714284,0.026041666666666668,0.021739130434782608,0.043478260869565216,0.05008635578583765,0.056968463886063074,0.07961399276236429,0.0815450643776824,0.05454545454545454,0.06060606060606061,0.0,0.0,0.034482758620689655,0.08,0.0,0.023809523809523808,0.06746987951807229,0.03225806451612903
3,0.0,0.01282051282051282,0.025,0.031862745098039214,0.035416666666666666,0.021691973969631236,0.030271398747390398,0.024714828897338403,0.038461538461538464,0.06292134831460675,0.05966386554621849,0.06825938566552901,0.07240592930444698,0.08186528497409326,0.05829596412556054,0.05952380952380952,0.0,0.02702702702702703,0.028985507246376812,0.0792838874680307,0.14285714285714285,0.041666666666666664,0.06086956521739131,0.015463917525773196
4,0.0,0.011764705882352941,0.00847457627118644,0.025302530253025302,0.033707865168539325,0.03077699293642785,0.030469530469530468,0.017013232514177693,0.02593010146561443,0.05562913907284768,0.059745347698334964,0.07522883295194507,0.0773497688751926,0.09637120761451518,0.05405405405405406,0.06417112299465241,0.027777777777777776,0.06976744186046512,0.06153846153846154,0.07573632538569425,0.14285714285714285,0.06153846153846154,0.06296691568836713,0.02403846153846154
5,0.0196078431372549,0.006389776357827476,0.016,0.026727509778357236,0.032122169562927856,0.032239977572189514,0.030361578802097708,0.03138297872340425,0.030098280098280097,0.07524932003626474,0.07514450867052024,0.08029057541579047,0.0854522717799083,0.09597156398104266,0.07623318385650224,0.05688622754491018,0.025974025974025976,0.10071942446043165,0.068,0.07485604606525911,0.07692307692307693,0.07214428857715431,0.07982631930527723,0.0475482912332838
6,0.02278481012658228,0.016877637130801686,0.01485148514851485,0.03443983402489627,0.037011173184357544,0.0378438249953849,0.03876934020985239,0.036969916636462485,0.033037872683319904,0.07508532423208192,0.08650519031141868,0.08427922814982974,0.09183195377166953,0.10624249699879952,0.08626760563380281,0.06593406593406594,0.07407407407407407,0.09047619047619047,0.07467532467532467,0.07957957957957958,0.07317073170731707,0.07988165680473373,0.08836858006042296,0.052783109404990404
7,0.020905923344947737,0.025411061285500747,0.02888086642599278,0.03841229193341869,0.04468980021030494,0.04236945081635407,0.04475838394507526,0.04450402144772118,0.033971587399629403,0.08879860708067325,0.08924731182795699,0.09767056875960743,0.11061007957559682,0.11707445409102868,0.11382113821138211,0.06998654104979811,0.09345794392523364,0.10606060606060606,0.09873417721518987,0.10920245398773006,0.11538461538461539,0.10196078431372549,0.10182339684490883,0.05282738095238095
8,0.03151862464183381,0.028811524609843937,0.031545741324921134,0.045310853530031614,0.05467218470921368,0.05187936079225748,0.05602302922940655,0.05235018935174872,0.03766478342749529,0.1002710027100271,0.10102459016393443,0.11330103501431403,0.12902836451418226,0.12311557788944724,0.15522388059701492,0.08276643990929705,0.1267605633802817,0.13194444444444445,0.10444444444444445,0.12892741061755147,0.09523809523809523,0.10167597765363129,0.11262862488306828,0.06005221932114883
9,0.04199475065616798,0.039301310043668124,0.04155124653739612,0.05122438780609695,0.06875383670963782,0.06451950224824846,0.07069036792062836,0.06720263863121007,0.0477950234047795,0.11727416798732171,0.12661930631007104,0.13273951770584402,0.15467922307239554,0.1518208661417323,0.17574931880108993,0.0938818565400844,0.13291139240506328,0.13504823151125403,0.11839323467230443,0.14882506527415143,0.13043478260869565,0.11880046136101499,0.13302919708029198,0.07777777777777778
10,0.05084745762711865,0.04838709677419355,0.05791505791505792,0.06943727413526071,0.08488443444467171,0.08592378395125477,0.09160932525418507,0.08623853211009175,0.0676077265973254,0.12479015109121433,0.15713965478592243,0.1557800482149007,0.17615440996823845,0.18112825701998483,0.2217741935483871,0.11869747899159663,0.16857142857142857,0.14375,0.13870246085011187,0.17631004366812228,0.203125,0.15945611866501855,0.16025166543301259,0.09894867037724181
11,0.08882521489971347,0.06354515050167224,0.071334214002642,0.09600893106335473,0.11070110701107011,0.11340319911748484,0.12360166703224391,0.11652173913043479,0.09673024523160763,0.16527331189710612,0.19691403379867745,0.18840035074533384,0.21608040201005024,0.21403221403221404,0.2707482993197279,0.1434878587196468,0.17964071856287425,0.21254355400696864,0.19072164948453607,0.22729970326409496,0.208955223880597,0.1972027972027972,0.19521435692921235,0.13426219126029132
12,0.10501567398119123,0.0967741935483871,0.11177347242921014,0.13666352497643733,0.14955795677799608,0.15248270001214034,0.16948334138097537,0.15788195287830945,0.1338244321669736,0.21799844840961985,0.2466139954853273,0.23884476534296029,0.2718548508022192,0.26547085201793724,0.31337047353760444,0.1853720050441362,0.22740524781341107,0.27208480565371024,0.2572178477690289,0.2734931950745301,0.2,0.24958677685950414,0.24941126097195462,0.189873417721519
13,0.15964912280701754,0.15528781793842034,0.18717504332755633,0.19442322383498853,0.217453098351336,0.21179587283881762,0.2291954658556815,0.2193204156135917,0.1889679715302491,0.2979664014146773,0.3132848645076008,0.3127827106718043,0.3388042203985932,0.3466754879259014,0.37516869095816463,0.24561403508771928,0.27044025157232704,0.36363636363636365,0.29721362229102166,0.34795111430625447,0.2553191489361702,0.33643122676579923,0.32008670520231214,0.23997185080928923
14,0.278372591006424,0.25120772946859904,0.249500998003992,0.29029217719132894,0.3023728813559322,0.2974193548387097,0.3138245842843169,0.30830564784053155,0.2797233030696066,0.3855932203389831,0.4073076923076923,0.4060973226499902,0.42951200619674673,0.4422296050203027,0.4967234600262123,0.3174311926605505,0.35251798561151076,0.44214876033057854,0.4232209737827715,0.4449760765550239,0.2647058823529412,0.40891472868217055,0.41087533156498673,0.3338632750397456
15,0.3772609819121447,0.39920948616600793,0.39436619718309857,0.4180468303826385,0.4313487241798299,0.42296974522292996,0.43585167558992666,0.44089456869009586,0.39232409381663114,0.4826254826254826,0.5236396074933095,0.5185852669520162,0.536697247706422,0.5522263836870579,0.5915151515151515,0.44755244755244755,0.43805309734513276,0.573394495412844,0.5530973451327433,0.5693112467306015,0.41935483870967744,0.5239085239085239,0.5287759275489337,0.47084048027444253
16,0.5363636363636364,0.5710900473933649,0.573208722741433,0.5821665438467207,0.5906344410876133,0.5955383123181377,0.6027924891670678,0.6073926073926074,0.5816949152542373,0.6592356687898089,0.6863157894736842,0.6656282450674974,0.6857707509881423,0.6905642923219242,0.7357320099255583,0.6046511627906976,0.601123595505618,0.6714975845410628,0.7004830917874396,0.6937101185050136,0.52,0.6890756302521008,0.6654355186211142,0.6551077788191191
17,0.7475728155339806,0.7389705882352942,0.7035175879396985,0.7474972191323693,0.7565543071161048,0.7657458563535912,0.7668242997453619,0.7919463087248322,0.7440660474716202,0.7662337662337663,0.8210909090909091,0.8068350668647846,0.8044861064613325,0.8131021194605009,0.8068535825545171,0.762114537444934,0.8369565217391305,0.8321678321678322,0.7464788732394366,0.8423707440100883,0.7142857142857143,0.8227848101265823,0.7994395516413131,0.7955439056356488
18,0.8695652173913043,0.78125,0.8363636363636363,0.8049792531120332,0.8032345013477089,0.8316546762589928,0.8354253835425384,0.8760806916426513,0.8278688524590164,0.8778625954198473,0.8663484486873508,0.8661518661518661,0.8649318463444857,0.8400954653937948,0.8646288209606987,0.8813559322033898,0.9,0.9090909090909091,0.7941176470588235,0.8634538152610441,0.5714285714285714,0.8513513513513513,0.8673469387755102,0.869198312236287
opptsumo,147,258,369,14,25,36,47,58,69,19,28,37,46,5,Zt0,Zt1,Zt2,ZZ,Z1,Z5,11,15,55,complex
0,,,,0.0,0.25,0.0,0.0,0.3333333333333333,0.0,0.0,0.03571428571428571,0.13157894736842105,0.075,0.0,0.0,,0.0,,0.5,0.14285714285714285,,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.075,0.06329113924050633,0.04597701149425287,0.05555555555555555,0.07692307692307693,0.0547945205479452,0.10101010101010101,0.11304347826086956,0.1070110701107011,0.06976744186046512,0.05454545454545454,0.14285714285714285,0.0,0.0,0.1111111111111111,0.08163265306122448,0.0,0.12903225806451613,0.01904761904761905,0.14285714285714285
2,0.0,0.038461538461538464,0.0,0.039735099337748346,0.06741573033707865,0.050955414012738856,0.05952380952380952,0.0625,0.057971014492753624,0.09130434782608696,0.09326424870466321,0.0935910478128179,0.09650180940892641,0.07939914163090128,0.06363636363636363,0.12121212121212122,0.0,0.07692307692307693,0.034482758620689655,0.10285714285714286,0.2,0.14285714285714285,0.06746987951807229,0.08064516129032258
3,0.046875,0.02564102564102564,0.1,0.0392156862745098,0.07708333333333334,0.06290672451193059,0.06680584551148225,0.06844106463878327,0.055288461538461536,0.1101123595505618,0.10588235294117647,0.1121404193076548,0.10604332953249715,0.11295336787564766,0.06726457399103139,0.13095238095238096,0.0,0.05405405405405406,0.08695652173913043,0.13554987212276215,0.07142857142857142,0.13020833333333334,0.10144927536231885,0.07216494845360824
4,0.05303030303030303,0.03529411764705882,0.0423728813559322,0.056105610561056105,0.07303370786516854,0.07416750756811302,0.08391608391608392,0.07844990548204159,0.05298759864712514,0.10331125827814569,0.10871694417238002,0.13043478260869565,0.11802773497688752,0.1356335514574658,0.09309309309309309,0.11229946524064172,0.16666666666666666,0.06976744186046512,0.1,0.13043478260869565,0.09523809523809523,0.16307692307692306,0.1200640341515475,0.07451923076923077
5,0.047058823529411764,0.051118210862619806,0.06,0.06649282920469361,0.07319641916798315,0.08550602747406784,0.08363234888214187,0.07819148936170213,0.05835380835380835,0.10335448776065277,0.12267180475272961,0.13955266679411202,0.14360150062526053,0.13981042654028436,0.08968609865470852,0.10179640718562874,0.16883116883116883,0.08633093525179857,0.096,0.13339731285988485,0.05128205128205128,0.1523046092184369,0.12391449565798263,0.0861812778603269
6,0.06329113924050633,0.05063291139240506,0.07920792079207921,0.07136929460580912,0.08205307262569832,0.0923020121838656,0.08838698203805798,0.09351214208046393,0.07413376309427881,0.13037542662116042,0.13272367770637666,0.14344494892167992,0.15242854911760112,0.1566626650660264,0.10387323943661972,0.09340659340659341,0.14814814814814814,0.10952380952380952,0.09415584415584416,0.15465465465465467,0.12195121951219512,0.1834319526627219,0.13444108761329304,0.07965451055662189
7,0.09233449477351917,0.07324364723467862,0.08664259927797834,0.08450704225352113,0.09516298633017876,0.10133585211172581,0.10245576973857935,0.09892761394101876,0.08709079678814083,0.1375507835171213,0.1378494623655914,0.15170864372708998,0.15848806366047746,0.16890292028413575,0.1024390243902439,0.12113055181695828,0.1542056074766355,0.11363636363636363,0.11645569620253164,0.14846625766871166,0.1346153846153846,0.16862745098039217,0.13952059004302397,0.10044642857142858
8,0.09025787965616046,0.07322929171668667,0.08675078864353312,0.0987881981032666,0.10324548028751906,0.11152374521719559,0.11171390611160319,0.10247271107150813,0.1038471885929513,0.14308943089430895,0.14631147540983608,0.16053732658004843,0.15956547978273988,0.17763819095477387,0.12835820895522387,0.11904761904761904,0.19014084507042253,0.1284722222222222,0.1288888888888889,0.14409534127843987,0.15873015873015872,0.1664804469273743,0.1558465855940131,0.10900783289817233
9,0.08005249343832022,0.09606986899563319,0.0886426592797784,0.11144427786106946,0.11602209944751381,0.12098713792742863,0.11812732534105003,0.1080189651618223,0.11505296871150529,0.15478077126254622,0.15106560802340158,0.16836845535520312,0.16974690994702765,0.1828248031496063,0.1444141689373297,0.10970464135021098,0.18354430379746836,0.13183279742765272,0.15010570824524314,0.1566579634464752,0.18840579710144928,0.16262975778546712,0.16003649635036496,0.10740740740740741
